Trajectories
100
	x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_RHandOut			x_RHandIn			x_RThumb1			x_RThumbTip			x_RIndex2			x_RIndexTip			x_RMiddle2			x_RMiddleTip			x_RRing2			x_RRingTip			x_RPinky2			x_RPinkyTip			x_LThumb1			x_LThumbTip			x_LIndex2			x_LIndexTip			x_LMiddle2			x_LMiddleTip			x_LRing2			x_LRingTip			x_LPinky2			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
480	-618.09	777.06	391.136	-572.282	747.207	397.86	-587.305	825.29	347.477	-531.571	804.015	365.974	-537.486	-387.008	363.071	-478.989	-361.328	370.364	-481.634	-313.613	355.659	-440.608	-347.918	326.629	-447.643	-405.327	317.244	-435.835	-420.861	291.986	-461.242	-422.298	311.631	-449.288	-434.575	278.871	-499.192	-431.313	298.199	-466.266	-439.85	284.426	-510.87	-422.345	319	-483.875	-427.184	313.684	-522.759	756.868	345.633	-495.931	794.68	300.132	-497.682	841.606	304.989	-494.144	846.561	271.143	-516.411	851.623	291.298	-512.813	847.072	251.532	-541.095	851.317	288.525	-535.121	847.274	254.403	-568.395	850.817	293.894	-561.309	850.721	269.227
481	-617.465	774.872	388.849	-571.589	745.024	395.754	-586.518	822.8	344.873	-530.85	801.604	363.534	-536.384	-384.655	360.347	-477.963	-358.779	367.55	-480.766	-311.015	353.139	-439.794	-344.961	323.741	-446.572	-402.415	314.107	-434.82	-417.65	288.694	-460.201	-419.373	308.415	-448.409	-431.362	275.612	-498.174	-428.442	294.938	-465.311	-436.724	280.975	-509.811	-419.609	315.894	-482.836	-424.372	310.441	-522.148	754.28	343.286	-495.414	791.816	297.518	-497.067	838.461	302.027	-493.671	842.906	268.081	-515.737	848.574	288.502	-512.251	843.562	248.692	-540.48	848.251	285.688	-534.617	843.764	251.584	-567.686	847.999	291.165	-560.619	847.656	266.536
482	-616.776	772.652	386.628	-570.952	742.798	393.666	-585.847	820.385	342.456	-530.109	799.185	361.108	-535.248	-382.257	357.588	-476.896	-356.219	364.737	-479.882	-308.384	350.58	-438.951	-342.065	321.028	-445.516	-399.487	310.99	-433.813	-414.475	285.404	-459.136	-416.438	305.147	-447.448	-428.06	272.129	-497.179	-425.506	291.72	-464.396	-433.573	277.599	-508.745	-416.88	312.79	-481.762	-421.491	307.221	-521.609	751.658	340.968	-494.936	788.865	294.752	-496.433	835.362	299.13	-493.155	839.287	265.135	-515.043	845.536	285.707	-511.595	840.124	246.019	-539.85	845.143	282.839	-534.134	840.217	248.846	-566.995	845.173	288.48	-559.94	844.565	263.797
483	-616.055	770.473	384.335	-570.281	740.577	391.577	-585.058	817.869	339.847	-529.362	796.74	358.698	-534.109	-379.821	354.844	-475.842	-353.582	361.971	-479.013	-305.671	348.038	-437.975	-338.914	317.904	-444.44	-396.464	307.815	-432.759	-411.184	282.083	-458.106	-413.428	301.947	-446.507	-424.747	268.773	-496.197	-422.501	288.48	-463.438	-430.351	274.153	-507.675	-414.122	309.689	-480.72	-418.581	303.992	-521.02	749.088	338.641	-494.466	785.932	292.11	-495.679	832.294	296.283	-492.64	835.722	262.16	-514.373	842.531	282.88	-511.047	836.586	243.223	-539.185	842.199	280.014	-533.608	836.719	246.013	-566.267	842.369	285.76	-559.251	841.518	261.107
484	-615.358	768.316	382.074	-569.604	738.41	389.442	-584.313	815.42	337.348	-528.627	794.345	356.27	-532.953	-377.185	351.786	-474.741	-350.887	359.077	-478.181	-302.956	345.536	-437.282	-336.202	315.297	-443.44	-393.42	304.856	-431.701	-407.841	278.776	-456.97	-410.305	298.583	-445.605	-421.417	265.417	-495.223	-419.499	285.27	-462.473	-427.068	270.684	-506.608	-411.34	306.61	-479.651	-415.654	300.789	-520.4	746.53	336.287	-493.926	783.065	289.397	-495.011	829.225	293.407	-492.072	832.197	259.212	-513.694	839.515	280.096	-510.467	833.102	240.441	-538.519	839.223	277.256	-533.056	833.269	243.19	-565.564	839.542	283.034	-558.571	838.446	258.364
485	-614.675	766.182	379.85	-568.89	736.263	387.362	-583.596	813.004	334.789	-527.877	791.967	353.846	-531.796	-374.868	349.362	-473.707	-348.178	356.297	-477.333	-300.183	342.987	-436.444	-333.053	312.362	-442.278	-390.267	301.576	-430.687	-404.451	275.447	-455.953	-407.215	295.446	-444.588	-417.955	261.942	-494.217	-416.456	282.071	-461.56	-423.836	267.34	-505.497	-408.516	303.518	-478.588	-412.67	297.603	-519.799	743.977	333.922	-493.491	780.055	286.664	-494.356	826.145	290.567	-491.529	828.693	256.28	-513.017	836.495	277.252	-509.863	829.679	237.67	-537.886	836.157	274.428	-532.516	829.786	240.453	-564.85	836.735	280.311	-557.888	835.375	255.643
486	-613.913	764.006	377.494	-568.204	734.144	385.298	-582.896	810.543	332.363	-527.151	789.608	351.442	-530.596	-372.35	346.601	-472.636	-345.375	353.469	-476.541	-297.36	340.504	-435.597	-329.848	309.4	-441.271	-387.044	298.522	-429.661	-400.996	272.1	-454.87	-404.002	292.196	-443.573	-414.422	258.466	-493.186	-413.386	278.925	-460.576	-420.468	263.923	-504.407	-405.651	300.5	-477.484	-409.638	294.419	-519.173	741.496	331.608	-493.002	777.196	283.898	-493.651	823.12	287.699	-490.949	825.202	253.37	-512.331	833.516	274.463	-509.243	826.502	234.932	-537.214	833.16	271.601	-531.952	826.334	237.66	-564.15	833.916	277.549	-557.194	832.329	252.906
487	-613.205	761.876	375.317	-567.5	732.027	383.173	-582.122	808.139	329.735	-526.412	787.293	348.995	-529.416	-369.834	343.928	-471.538	-342.587	350.621	-475.784	-294.543	337.819	-434.821	-326.529	306.406	-440.264	-383.814	295.442	-428.65	-397.439	268.826	-453.712	-400.777	288.939	-442.686	-410.918	255.21	-492.144	-410.306	275.75	-459.562	-417.05	260.568	-503.249	-403.211	297.922	-476.353	-406.581	291.227	-518.537	738.988	329.287	-492.54	774.281	281.187	-493.016	820.101	284.863	-490.37	821.745	250.531	-511.671	830.533	271.674	-508.676	823.048	232.211	-536.572	830.05	268.778	-531.399	822.92	234.932	-563.46	831.076	274.84	-556.505	829.226	250.168
488	-612.466	759.722	373.051	-566.791	729.924	381.054	-581.425	805.702	327.138	-525.691	784.973	346.628	-528.2	-367.273	341.203	-470.46	-339.765	347.831	-475.453	-291.803	334.961	-433.981	-323.208	303.393	-439.224	-380.341	292.104	-427.627	-393.909	265.412	-452.617	-397.516	285.776	-441.658	-407.28	251.809	-491.2	-407.19	272.581	-458.596	-413.679	257.271	-502.112	-399.841	294.511	-475.222	-403.455	288.064	-517.913	736.512	326.957	-492.081	771.411	278.479	-492.347	817.134	282.071	-489.841	818.344	247.712	-511.019	827.538	268.889	-508.081	819.685	229.489	-535.94	827.043	265.967	-530.843	819.484	232.166	-562.752	828.231	272.09	-555.808	826.161	247.478
489	-611.739	757.611	370.775	-566.076	727.82	378.982	-580.679	803.249	324.636	-524.935	782.67	344.111	-526.941	-364.709	338.506	-469.338	-336.848	345.016	-474.713	-288.876	332.396	-433.231	-320.008	300.592	-438.142	-377.011	288.904	-426.599	-390.31	262.043	-451.46	-394.15	282.418	-440.678	-403.654	248.354	-490.132	-404.049	269.47	-457.508	-410.155	253.878	-500.971	-397.35	292.02	-474.045	-400.29	284.933	-517.265	733.994	324.662	-491.619	768.535	275.803	-491.683	814.19	279.286	-489.299	814.971	244.9	-510.357	824.608	266.13	-507.488	816.34	226.817	-535.312	824.066	263.233	-530.275	816.084	229.508	-562.06	825.396	269.38	-555.115	823.082	244.712
490	-611.036	755.467	368.564	-565.35	725.734	376.884	-579.942	800.857	322.114	-524.207	780.321	341.806	-525.694	-362.122	335.807	-468.233	-333.966	342.198	-473.934	-285.958	329.839	-432.443	-316.586	297.56	-437.091	-373.591	285.729	-425.647	-386.681	258.754	-450.341	-390.789	279.223	-439.688	-399.97	245.046	-489.062	-400.875	266.405	-456.457	-406.61	250.484	-499.749	-394.435	289.003	-472.868	-397.076	281.765	-516.642	731.531	322.408	-491.095	765.785	273.249	-491.047	811.243	276.572	-488.731	811.71	242.169	-509.692	821.706	263.38	-506.925	812.931	224.106	-534.653	821.058	260.428	-529.756	812.679	226.775	-561.344	822.595	266.693	-554.466	819.995	242.113
491	-610.293	753.305	366.228	-564.604	723.602	374.784	-579.209	798.453	319.633	-523.423	777.981	339.326	-524.472	-359.473	333.217	-467.141	-331.044	339.437	-473.18	-283.028	327.349	-431.613	-313.22	294.683	-436.038	-370.159	282.52	-424.614	-383.018	255.377	-449.26	-387.435	276.023	-438.755	-396.267	241.694	-487.938	-397.636	263.334	-455.42	-403.062	247.271	-498.569	-391.339	286.016	-471.687	-393.803	278.695	-516.003	729.046	320.11	-490.693	762.852	270.613	-490.376	808.335	273.81	-488.166	808.401	239.37	-509.045	818.73	260.662	-506.349	809.674	221.528	-534.013	818.004	257.732	-529.183	809.319	224.147	-560.661	819.745	263.995	-553.775	816.995	239.38
492	-609.54	751.169	364.011	-563.883	721.484	372.724	-578.452	796.021	317.096	-522.748	775.684	336.963	-523.163	-356.808	330.458	-466.015	-328.127	336.658	-472.394	-280.074	324.845	-430.85	-309.859	291.875	-435.005	-366.809	279.424	-423.649	-379.353	252.131	-448.132	-384.001	272.745	-437.782	-392.491	238.276	-486.859	-394.391	260.232	-454.373	-399.42	243.917	-497.357	-388.344	283.034	-470.506	-390.576	275.541	-515.35	726.543	317.788	-490.178	760.06	268.042	-489.729	805.468	271.153	-487.585	805.161	236.671	-508.372	815.839	258.009	-505.759	806.379	218.805	-533.384	815.136	254.955	-528.668	805.994	221.524	-559.93	816.977	261.308	-553.129	813.873	236.789
493	-608.789	749.039	361.811	-563.154	719.356	370.633	-577.707	793.597	314.648	-522.033	773.366	334.507	-521.949	-354.114	327.831	-464.887	-325.184	333.908	-471.594	-277.121	322.376	-430.092	-306.426	288.983	-433.911	-363.31	276.254	-422.61	-375.653	248.983	-447.062	-380.551	269.571	-436.876	-388.762	235.001	-485.77	-391.017	257.172	-453.338	-395.768	240.615	-496.216	-385.24	280.154	-469.341	-387.254	272.481	-514.705	724.047	315.557	-489.629	757.254	265.612	-489.062	802.584	268.412	-487.026	801.95	234.026	-507.705	812.908	255.302	-505.185	803.129	216.254	-532.781	812.151	252.315	-528.109	802.666	218.836	-559.251	814.155	258.705	-552.438	810.86	234.164
494	-607.902	746.938	359.625	-562.42	717.256	368.571	-576.915	791.18	312.194	-521.28	770.966	332.171	-520.716	-351.419	325.267	-464.048	-322.204	331.054	-470.793	-274.102	319.909	-429.258	-302.999	286.021	-432.887	-359.882	273.261	-421.663	-371.908	245.659	-445.598	-377.029	266.588	-435.982	-384.974	231.76	-484.565	-387.682	254.182	-452.342	-392.098	237.391	-495.398	-382.247	277.325	-468.198	-383.958	269.361	-514.052	721.537	313.308	-489.63	754.312	262.765	-488.485	799.686	265.74	-486.415	798.767	231.341	-507.016	810.039	252.7	-504.593	799.821	213.669	-532.113	809.243	249.641	-527.572	799.395	216.298	-558.537	811.337	256.07	-551.782	807.857	231.535
495	-607.123	744.845	357.456	-561.68	715.13	366.474	-576.152	788.823	309.759	-520.496	768.608	329.746	-519.474	-348.634	322.619	-462.927	-319.211	328.409	-469.978	-271.068	317.441	-428.511	-299.593	283.355	-431.815	-356.378	270.224	-420.602	-368.15	242.539	-444.556	-373.545	263.49	-435.016	-381.066	228.369	-483.498	-384.257	251.158	-451.366	-388.395	234.119	-494.173	-379.062	274.273	-467.063	-380.585	266.33	-513.398	719.028	311.06	-489.029	751.502	260.269	-487.75	796.848	263.074	-485.806	795.622	228.693	-506.309	807.11	250.01	-504.049	796.605	211.058	-531.444	806.325	246.961	-527.021	796.114	213.717	-557.835	808.574	253.493	-551.102	804.854	228.925
496	-606.354	742.762	355.248	-560.937	713.021	364.451	-575.357	786.411	307.355	-519.743	766.232	327.392	-518.274	-345.862	320.103	-461.815	-316.143	325.81	-469.113	-268.006	315.082	-427.757	-296.108	280.659	-430.786	-352.864	267.281	-419.636	-364.336	239.424	-443.508	-369.992	260.406	-434.234	-377.232	225.317	-482.445	-380.801	248.15	-450.43	-384.692	231.036	-493.096	-375.88	271.478	-465.967	-377.236	263.311	-512.782	716.507	308.867	-488.562	748.622	257.811	-487.029	794.007	260.443	-485.159	792.499	226.1	-505.603	804.217	247.359	-503.424	793.378	208.549	-530.763	803.328	244.331	-526.467	792.859	211.175	-557.079	805.833	250.895	-550.417	801.922	226.364
497	-605.585	740.65	353.072	-560.079	710.928	362.387	-574.552	784.028	304.957	-518.94	763.859	325.019	-516.998	-343.028	317.505	-460.708	-313.056	323.17	-468.359	-264.897	312.685	-426.936	-292.495	277.679	-429.683	-349.264	264.329	-418.661	-360.492	236.354	-442.458	-366.409	257.357	-433.296	-373.3	221.999	-481.449	-377.365	245.189	-449.472	-380.886	227.813	-491.944	-372.653	268.681	-464.827	-373.742	260.314	-512.108	714.022	306.695	-487.936	745.741	255.384	-486.308	791.112	257.849	-484.516	789.29	223.532	-504.876	801.339	244.752	-502.805	790.128	205.951	-530.068	800.468	241.742	-525.845	789.651	208.605	-556.371	803.061	248.316	-549.727	798.94	223.818
498	-604.833	738.589	350.977	-559.299	708.844	360.363	-573.748	781.649	302.531	-518.206	761.48	322.641	-515.628	-340.263	315.159	-459.615	-309.902	320.615	-467.578	-261.74	310.337	-426.263	-288.95	275.01	-428.661	-345.632	261.42	-417.677	-356.577	233.278	-441.387	-362.779	254.359	-432.496	-369.318	219.035	-480.399	-373.82	242.246	-448.573	-377.117	224.726	-490.738	-369.388	265.691	-463.804	-370.195	257.221	-511.54	711.504	304.442	-487.33	742.938	252.998	-485.566	788.267	255.253	-483.855	786.188	220.905	-504.137	798.455	242.105	-502.182	786.909	203.43	-529.378	797.522	239.102	-525.253	786.463	206.097	-555.608	800.334	245.734	-549.014	795.953	221.257
499	-603.994	736.521	348.811	-558.534	706.757	358.345	-572.929	779.309	300.076	-517.349	759.116	320.327	-514.375	-337.358	312.674	-458.49	-306.698	318.101	-466.842	-258.511	307.98	-425.63	-285.424	272.394	-427.588	-341.987	258.487	-416.712	-352.576	230.232	-440.335	-359.105	251.395	-431.544	-365.322	215.861	-479.369	-370.29	239.363	-447.624	-373.264	221.633	-489.637	-366.128	263.071	-462.701	-366.75	254.314	-510.788	709.045	302.323	-486.693	740.105	250.547	-484.818	785.403	252.665	-483.176	783.052	218.35	-503.39	795.563	239.504	-501.537	783.677	200.859	-528.658	794.628	236.515	-524.623	783.281	203.565	-554.897	797.563	243.233	-548.299	792.99	218.71
500	-603.178	734.45	346.62	-557.746	704.7	356.354	-572.185	776.884	297.794	-516.537	756.789	318.011	-513.141	-334.405	310.233	-457.487	-303.408	315.422	-466.117	-255.264	305.647	-424.116	-281.778	270.24	-426.55	-338.171	255.7	-415.752	-348.556	227.272	-439.259	-355.405	248.465	-430.711	-361.277	212.926	-478.364	-366.748	236.518	-446.709	-369.428	218.702	-488.521	-362.784	260.347	-461.604	-363.193	251.456	-510.149	706.566	300.23	-486.114	737.272	248.166	-484.057	782.568	250.13	-482.492	779.918	215.781	-502.648	792.686	236.94	-500.841	780.498	198.397	-527.906	791.82	234.001	-523.901	780.19	201.137	-554.114	794.856	240.673	-547.585	790.043	216.235
501	-602.352	732.417	344.551	-556.96	702.643	354.374	-571.339	774.538	295.316	-515.744	754.462	315.754	-511.877	-331.467	307.856	-456.401	-300.112	312.891	-465.408	-252.032	303.429	-423.11	-278.109	267.888	-425.472	-334.363	252.813	-414.806	-344.462	224.349	-438.197	-351.633	245.593	-429.769	-357.131	209.836	-477.334	-363.158	233.669	-445.757	-365.46	215.615	-487.275	-359.42	257.497	-460.485	-359.632	248.659	-509.447	704.12	298.099	-485.555	734.381	245.799	-483.299	779.724	247.576	-481.802	776.761	213.294	-501.893	789.819	234.273	-500.225	777.266	195.908	-527.166	788.953	231.44	-523.244	777.068	198.718	-553.356	792.106	238.142	-546.855	787.135	213.765
502	-601.543	730.408	342.421	-556.175	700.615	352.383	-570.562	772.211	293.024	-514.932	752.201	313.309	-510.634	-328.471	305.502	-455.319	-296.751	310.429	-464.707	-248.718	301.236	-422.426	-274.253	265.298	-424.455	-330.507	250.069	-413.811	-340.377	221.352	-437.087	-347.767	242.692	-428.869	-353.058	206.949	-476.274	-359.524	230.929	-444.806	-361.524	212.734	-485.842	-355.915	254.909	-459.345	-356.027	245.874	-508.815	701.699	295.922	-484.896	731.61	243.38	-482.542	776.872	245.029	-481.108	773.651	210.756	-501.165	786.918	231.751	-499.562	774.137	193.424	-526.421	786.125	228.926	-522.553	773.931	196.242	-552.556	789.427	235.608	-546.144	784.165	211.293
503	-600.703	728.366	340.316	-555.357	698.615	350.479	-569.678	769.869	290.574	-514.085	749.972	311.146	-509.371	-325.472	303.161	-454.218	-293.355	307.965	-464.034	-245.267	298.964	-422.128	-270.55	262.093	-423.452	-326.582	247.279	-412.857	-336.165	218.467	-436.026	-343.934	239.93	-427.928	-348.831	203.941	-475.22	-355.861	228.22	-443.784	-357.484	209.704	-484.658	-352.511	252.273	-458.194	-352.356	243.093	-508.026	699.33	293.907	-484.232	728.855	240.98	-481.789	774.069	242.507	-480.419	770.542	208.262	-500.412	784.121	229.277	-498.879	770.998	191.033	-525.702	783.28	226.363	-521.87	770.848	193.885	-551.798	786.735	233.156	-545.4	781.202	208.772
504	-599.894	726.38	338.247	-554.551	696.661	348.536	-568.904	767.597	288.303	-513.234	747.75	308.843	-508.07	-322.449	300.881	-453.178	-289.939	305.584	-463.365	-241.864	296.801	-421.503	-266.656	259.774	-422.379	-322.647	244.503	-411.895	-331.973	215.627	-434.878	-339.993	237.061	-427.027	-344.646	201.153	-474.124	-352.146	225.539	-442.794	-353.438	206.925	-483.416	-349.058	249.654	-457.012	-348.664	240.393	-507.279	697.001	291.845	-483.61	726.099	238.727	-481.047	771.262	240.116	-479.734	767.451	205.802	-499.677	781.29	226.758	-498.197	767.813	188.586	-524.937	780.474	223.889	-521.185	767.744	191.481	-551.017	784.045	230.692	-544.669	778.27	206.303
505	-599.045	724.379	336.176	-553.727	694.72	346.603	-568.068	765.282	285.964	-512.467	745.548	306.582	-506.78	-319.39	298.551	-452.074	-286.54	303.182	-462.707	-238.472	294.73	-420.818	-262.673	257.293	-421.386	-318.686	241.872	-410.951	-327.779	212.805	-433.814	-336.03	234.374	-426.086	-340.381	198.244	-473.019	-348.43	222.9	-441.762	-349.355	204.086	-482.206	-345.574	247.082	-455.824	-344.93	237.72	-506.609	694.666	289.81	-482.951	723.408	236.545	-480.262	768.495	237.556	-479.017	764.176	203.431	-498.992	778.47	224.211	-497.46	764.718	186.223	-524.173	777.653	221.442	-520.497	764.668	189.166	-550.251	781.374	228.243	-543.912	775.323	203.878
506	-598.228	722.431	334.1	-552.884	692.78	344.686	-567.244	763.041	283.676	-511.626	743.372	304.385	-505.473	-316.369	296.334	-451.007	-283.124	300.857	-462.043	-235.095	292.728	-419.958	-258.832	254.866	-420.357	-314.649	239.184	-409.993	-323.562	209.993	-432.724	-332.074	231.661	-425.139	-336.106	195.437	-471.89	-344.688	220.293	-440.731	-345.254	201.327	-480.963	-342.085	244.608	-454.626	-341.166	235.1	-505.854	692.359	287.817	-482.273	720.741	234.288	-479.533	765.767	235.149	-478.329	761.188	201.081	-498.24	775.706	221.765	-496.781	761.619	183.891	-523.408	774.912	219.026	-519.807	761.647	186.829	-549.497	778.7	225.843	-543.147	772.469	201.479
507	-597.375	720.483	332.144	-552.065	690.889	342.804	-566.458	760.774	281.48	-510.76	741.224	302.17	-504.179	-313.335	294.145	-449.904	-279.672	298.527	-461.336	-231.713	290.744	-419.423	-254.762	252.608	-419.34	-310.708	236.58	-409.098	-319.31	207.33	-431.613	-328.074	228.908	-424.256	-331.85	192.77	-470.764	-340.948	217.724	-439.699	-341.133	198.681	-479.732	-338.545	242.073	-453.439	-337.399	232.496	-505.074	690.078	285.8	-481.518	718.172	232.094	-478.801	763.043	232.688	-477.658	758.184	198.681	-497.471	772.969	219.358	-496.058	758.643	181.603	-522.667	772.183	216.65	-519.121	758.605	184.529	-548.706	776.098	223.432	-542.438	769.614	199.168
508	-596.54	718.51	330.097	-551.229	688.969	340.972	-565.534	758.548	279.132	-509.913	739.083	300.05	-502.832	-310.208	291.818	-448.82	-276.269	296.256	-460.65	-228.323	288.723	-418.588	-250.912	250.301	-418.32	-306.747	233.982	-408.149	-315.11	204.668	-430.561	-324.074	226.309	-423.326	-327.544	189.953	-469.632	-337.157	215.224	-438.654	-337.01	195.93	-478.481	-335.005	239.63	-452.242	-333.643	229.917	-504.289	687.832	283.913	-480.865	715.544	230.053	-478.046	760.416	230.346	-476.968	755.21	196.414	-496.705	770.294	217.019	-495.377	755.602	179.316	-521.899	769.477	214.271	-518.433	755.596	182.296	-547.92	773.486	221.096	-541.657	766.816	196.837
509	-595.633	716.631	328.044	-550.389	687.103	339.093	-564.701	756.373	276.985	-508.973	736.974	297.911	-501.539	-307.141	289.746	-447.728	-272.851	294.076	-459.92	-224.953	286.76	-418.01	-246.961	248.133	-417.269	-302.761	231.438	-407.206	-310.892	202.084	-429.49	-320.098	223.695	-422.43	-323.285	187.263	-468.516	-333.333	212.711	-437.65	-332.862	193.231	-477.233	-331.494	237.173	-451.076	-329.893	227.371	-503.484	685.606	282.005	-480.121	713.012	227.861	-477.243	757.767	228.04	-476.27	752.313	194.058	-495.889	767.634	214.674	-494.657	752.644	177.076	-521.132	766.799	211.938	-517.749	752.688	180.088	-547.096	770.94	218.802	-540.91	764.011	194.548
510	-594.841	714.533	326.057	-549.577	685.225	337.328	-563.827	754.194	274.871	-508.083	734.872	295.832	-500.432	-304.13	287.564	-446.649	-269.443	291.872	-459.184	-221.58	284.946	-417.27	-243.087	245.997	-416.239	-298.844	228.969	-406.2	-306.729	199.501	-428.39	-316.119	221.085	-421.553	-318.986	184.713	-467.396	-329.544	210.213	-436.664	-328.717	190.622	-476.007	-327.961	234.811	-449.912	-326.158	224.861	-502.702	683.399	280.106	-479.361	710.553	225.751	-476.461	755.174	225.706	-475.563	749.455	191.838	-495.114	764.987	212.407	-493.93	749.739	174.884	-520.344	764.137	209.657	-517.057	749.729	177.909	-546.22	768.456	216.515	-540.115	761.299	192.331
511	-593.906	712.842	324.242	-548.639	683.375	335.386	-562.922	752.061	272.723	-507.21	732.779	293.773	-499.138	-301.059	285.426	-445.519	-266.037	289.822	-458.438	-218.217	283.099	-416.413	-239.267	243.82	-415.201	-294.897	226.577	-405.263	-302.549	197.054	-427.325	-312.161	218.574	-420.622	-314.712	182.115	-466.464	-326.028	207.676	-435.648	-324.614	188.077	-474.752	-324.428	232.359	-448.739	-322.427	222.388	-501.9	681.191	278.188	-478.576	708.057	223.845	-475.67	752.606	223.528	-474.866	746.626	189.634	-494.268	762.43	210.09	-493.194	746.851	172.747	-519.563	761.043	207.514	-516.218	746.704	175.789	-545.419	765.966	214.257	-539.326	758.638	190.178
