Trajectories
100
	x_RWristOut			x_RWristIn			x_RHandOut			x_RHandIn			x_RThumbTip			x_RIndexTip			x_RMiddleTip			x_RRingTip			x_RPinkyTip			x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_LThumbTip			x_LIndexTip			x_LMiddleTip			x_LRingTip			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-787.582	-409.925	686.609	-744.64	-412.524	689.865	-794.483	-481.191	670.923	-734.317	-497.932	689.096	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
5995	176.952	277.715	267.952	183.229	297.145	304.172	221.37	314.736	232.524	250.983	340.609	284.663	226.495	427.875	278.918	243.069	436.378	237.104	283.13	423.651	207.608	285.781	402.291	193.397	282.348	364.946	205.645	133.811	529.664	245.194	137.641	499.243	292.437	171.606	477.913	201.032	191.892	451.378	257.934	169.238	384.035	246.128	170.372	382.252	227.227	158.447	365.438	188.965	162.87	376.717	169.57	142.624	408.893	162.029
5996	176.898	278.145	267.832	183.343	297.441	304.147	221.18	315.298	232.36	251.042	341.036	284.407	226.455	428.278	279.114	242.883	436.449	238.102	282.818	424.48	207.67	285.533	403.033	193.301	282.157	365.702	205.46	133.532	529.89	245.249	137.361	499.494	292.49	171.151	478.075	201.097	191.466	451.481	257.939	168.762	384.612	246.621	169.735	382.33	227.358	157.652	365.629	189.118	162.166	376.82	169.66	142.047	409.05	162.108
5997	176.845	278.556	267.732	183.431	297.726	304.119	221.03	315.909	232.204	251.121	341.462	284.213	226.37	428.699	279.258	242.308	437.008	238.386	282.517	425.267	207.725	285.331	403.708	193.159	281.904	366.363	205.3	133.265	530.129	245.294	137.048	499.711	292.555	170.753	478.168	201.103	191.134	451.577	257.982	167.908	384.206	246.324	169.105	382.503	227.468	156.897	365.733	189.266	161.496	376.933	169.757	141.45	409.223	162.172
5998	176.772	278.999	267.657	183.556	298.004	304.097	220.886	316.509	232.061	251.218	341.906	284.051	226.168	429.225	279.521	241.489	437.717	238.712	282.259	426.044	207.84	285.159	404.367	193.091	281.626	367.009	205.115	132.974	530.356	245.342	136.729	499.946	292.616	170.33	478.266	201.099	190.635	451.7	257.912	167.348	384.412	246.381	168.478	382.619	227.573	156.158	365.915	189.359	160.825	377.038	169.847	140.848	409.397	162.225
5999	176.724	279.43	267.619	183.681	298.271	304.086	220.714	317.064	231.917	251.235	342.369	283.859	226.022	429.667	279.644	240.884	438.308	239.044	282.24	426.836	208.032	284.981	404.996	192.976	281.39	367.665	204.931	132.683	530.586	245.444	136.428	500.177	292.718	169.855	478.381	201.178	190.289	451.771	258.016	166.731	384.513	246.414	167.828	382.875	227.687	155.401	366.1	189.454	160.134	377.184	169.89	140.223	409.598	162.285
6000	176.697	279.84	267.592	183.764	298.569	304.067	220.593	317.601	231.807	251.341	342.804	283.677	225.829	430.152	279.722	240.345	438.784	239.266	281.717	427.533	207.901	284.839	405.668	192.868	281.168	368.268	204.752	132.408	530.803	245.477	136.106	500.416	292.745	169.441	478.518	201.158	189.875	451.91	257.969	166.128	384.724	246.509	167.253	382.96	227.764	154.682	366.277	189.537	159.47	377.335	169.924	139.607	409.773	162.335
6001	176.705	280.296	267.6	183.854	298.849	304.072	220.444	318.114	231.708	251.419	343.253	283.505	226.182	430.258	279.757	239.687	439.403	239.604	281.531	428.2	207.896	284.696	406.197	192.713	280.92	368.853	204.572	132.124	531.03	245.504	135.787	500.652	292.783	169.035	478.676	201.137	189.467	452.014	257.943	165.523	384.84	246.538	166.62	383.215	227.86	153.964	366.478	189.575	158.761	377.507	169.91	138.996	409.97	162.395
6002	176.63	280.688	267.574	183.946	299.175	304.102	220.304	318.64	231.578	251.498	343.665	283.355	225.91	430.732	279.908	239	439.888	239.871	281.494	428.942	207.96	284.56	406.728	192.559	280.679	369.417	204.445	131.839	531.302	245.517	135.487	500.85	292.803	168.597	478.811	201.129	189.047	452.114	257.924	164.931	384.982	246.6	166.04	383.36	227.906	153.311	366.632	189.593	158.109	377.692	169.926	138.375	410.188	162.388
6003	176.611	281.099	267.556	184.004	299.491	304.096	220.172	319.149	231.571	251.502	344.148	283.228	225.639	431.231	279.916	238.605	440.458	239.901	281.15	429.522	207.666	284.449	407.261	192.421	280.44	369.969	204.289	131.575	531.548	245.531	135.196	501.076	292.815	168.173	478.975	201.117	188.644	452.23	257.892	164.394	385.229	246.587	165.453	383.646	227.981	152.687	366.818	189.616	157.447	377.868	169.91	137.78	410.392	162.437
6004	177.353	281.771	268.202	184.057	299.803	304.099	220.03	319.612	231.472	251.526	344.597	283.135	225.42	431.643	279.914	238.27	440.838	239.948	281.043	430.126	207.654	284.379	407.8	192.266	280.203	370.514	204.123	131.258	531.765	245.595	134.872	501.342	292.861	167.749	479.112	201.097	188.246	452.344	257.89	163.846	385.415	246.587	164.922	383.768	228.003	152.089	366.963	189.641	156.848	378.037	169.891	137.197	410.658	162.464
6005	177.294	282.138	268.199	184.098	300.133	304.107	219.913	320.1	231.438	251.548	345.034	283.02	225.076	432.142	279.901	237.844	441.367	240.102	280.827	430.736	207.601	284.268	408.283	192.1	279.98	371.012	203.965	130.994	532.017	245.606	134.575	501.555	292.876	167.358	479.267	201.082	187.811	452.487	257.94	163.315	385.637	246.563	164.326	384.017	228.056	151.49	367.186	189.63	156.27	378.225	169.87	136.647	410.823	162.474
6006	177.233	282.509	268.211	184.118	300.468	304.103	219.804	320.583	231.426	251.572	345.438	282.94	224.532	432.897	280.128	237.26	441.894	240.302	280.679	431.341	207.629	284.176	408.723	191.978	279.777	371.506	203.841	130.719	532.243	245.593	134.264	501.778	292.874	166.951	479.407	201.064	187.39	452.641	257.918	162.752	385.792	246.563	163.841	384.17	228.072	150.94	367.359	189.659	155.715	378.396	169.858	136.104	411.042	162.493
6007	177.208	282.936	268.156	184.165	300.806	304.114	219.678	320.993	231.359	251.576	345.88	282.834	224.288	433.319	280.114	237.028	442.343	240.359	280.44	431.839	207.479	284.123	409.208	191.854	279.606	371.982	203.752	130.451	532.504	245.578	133.95	501.984	292.888	166.546	479.602	201.047	187.013	452.777	257.859	162.213	386.011	246.581	163.249	384.361	228.092	150.4	367.518	189.625	155.19	378.53	169.818	135.566	411.251	162.498
6008	177.195	283.318	268.14	184.191	301.122	304.09	219.591	321.45	231.34	251.58	346.335	282.747	224.027	433.712	280.096	236.661	442.846	240.475	280.253	432.382	207.387	284.07	409.676	191.766	279.446	372.476	203.672	130.162	532.725	245.58	133.631	502.217	292.867	166.162	479.765	201.03	186.619	452.908	257.756	161.67	386.173	246.579	162.765	384.539	228.078	149.858	367.73	189.633	154.62	378.704	169.777	135.005	411.489	162.49
6009	177.141	283.67	268.12	184.196	301.464	304.107	219.507	321.897	231.38	251.549	346.753	282.665	223.871	434.13	280.006	236.339	443.3	240.586	280.118	432.919	207.392	284.057	410.097	191.688	279.31	372.919	203.629	129.892	532.978	245.571	133.317	502.438	292.877	165.781	479.917	200.99	186.221	453.043	257.724	161.111	386.38	246.535	162.173	384.757	228.057	149.304	367.909	189.633	154.078	378.912	169.729	134.471	411.702	162.471
6010	177.095	284.092	268.107	184.199	301.821	304.101	219.416	322.321	231.293	251.534	347.163	282.6	223.678	434.567	279.967	236.298	443.56	240.438	279.949	433.415	207.32	284.038	410.534	191.666	279.2	373.366	203.567	129.577	533.199	245.586	133.011	502.667	292.879	165.354	480.054	200.942	185.733	453.347	257.46	160.591	386.563	246.543	161.633	384.945	228.038	148.711	368.145	189.643	153.47	379.119	169.667	133.914	411.92	162.47
6011	177.107	284.47	268.144	184.214	302.16	304.091	219.316	322.738	231.31	251.497	347.616	282.536	223.206	435.037	279.878	235.831	444.04	240.58	279.779	433.964	207.293	284.009	410.921	191.629	279.099	373.761	203.547	129.295	533.441	245.588	132.719	502.894	292.848	164.942	480.206	200.927	185.321	453.472	257.408	160.008	386.755	246.553	161.042	385.237	228.023	148.13	368.362	189.691	152.88	379.311	169.629	133.345	412.116	162.453
6012	177.041	284.836	268.157	184.205	302.491	304.1	219.254	323.175	231.273	251.472	348.022	282.5	223.089	435.468	279.78	235.189	444.529	240.818	279.605	434.512	207.329	284.005	411.371	191.58	278.999	374.184	203.505	129.016	533.678	245.553	132.419	503.125	292.824	164.48	480.393	200.914	184.916	453.582	257.398	159.496	386.961	246.526	160.473	385.312	227.987	147.518	368.6	189.736	152.252	379.493	169.578	132.783	412.348	162.453
6013	176.942	285.23	268.11	184.184	302.827	304.082	219.183	323.55	231.214	251.459	348.4	282.423	222.943	435.833	279.713	234.81	444.94	240.799	279.398	435.007	207.376	283.961	411.758	191.536	278.886	374.609	203.482	128.761	533.902	245.571	132.104	503.275	292.836	164.114	480.538	200.854	184.492	453.714	257.327	158.946	387.196	246.505	159.881	385.607	227.971	146.94	368.836	189.791	151.621	379.649	169.553	132.191	412.527	162.44
6014	176.911	285.605	268.109	184.174	303.183	304.079	219.087	323.989	231.144	251.414	348.831	282.379	222.792	436.244	279.589	234.375	445.386	240.904	279.259	435.482	207.421	283.903	412.162	191.48	278.787	375.01	203.416	128.451	534.105	245.561	131.809	503.481	292.827	163.677	480.683	200.757	184.111	453.84	257.258	158.47	387.455	246.517	159.342	385.712	227.98	146.308	369.077	189.842	150.993	379.839	169.533	131.611	412.769	162.427
6015	176.903	285.985	268.092	184.179	303.54	304.052	218.994	324.396	231.12	251.398	349.216	282.296	222.664	436.619	279.536	234.003	445.741	241.022	279.002	435.957	207.333	283.832	412.571	191.429	278.662	375.414	203.349	128.159	534.352	245.527	131.491	503.715	292.823	163.299	480.819	200.683	183.714	453.989	257.203	157.922	387.582	246.49	158.737	385.97	227.933	145.756	369.249	189.859	150.397	379.959	169.509	131.077	412.967	162.41
6016	175.935	286.195	267.491	184.158	303.872	304.047	218.896	324.788	231.051	251.374	349.575	282.224	222.516	436.981	279.388	233.764	446.039	241.146	278.829	436.422	207.349	283.76	412.949	191.354	278.553	375.797	203.246	127.849	534.555	245.497	131.163	503.949	292.816	162.916	480.993	200.681	183.29	454.119	257.148	157.357	387.712	246.515	158.219	386.069	227.917	145.129	369.433	189.874	149.8	380.143	169.527	130.51	413.133	162.41
6017	175.864	286.578	267.46	184.132	304.213	304.012	218.767	325.152	230.986	251.341	349.932	282.125	222.37	437.32	279.233	233.478	446.437	241.232	278.785	436.91	207.507	283.714	413.317	191.25	278.437	376.161	203.179	127.578	534.781	245.449	130.847	504.154	292.767	162.518	481.136	200.655	182.905	454.249	257.103	156.86	387.931	246.573	157.622	386.262	227.957	144.514	369.573	189.851	149.217	380.237	169.521	129.986	413.332	162.421
6018	175.816	286.918	267.45	184.093	304.55	303.987	218.644	325.589	230.946	251.306	350.302	282.043	222.197	437.694	279.033	233.216	446.847	241.341	278.729	437.368	207.615	283.691	413.664	191.166	278.336	376.51	203.107	127.295	534.998	245.403	130.545	504.368	292.735	162.124	481.237	200.618	182.512	454.374	257	156.292	388.07	246.568	157.084	386.443	227.937	143.819	369.806	189.906	148.648	380.407	169.51	129.439	413.491	162.437
6019	175.746	287.275	267.429	184.063	304.882	303.965	218.547	325.966	230.927	251.224	350.662	281.944	222.077	438.012	278.899	233.027	447.262	241.295	278.724	437.787	207.672	283.674	413.978	191.078	278.245	376.835	203.02	127.022	535.215	245.34	130.25	504.559	292.737	161.716	481.352	200.58	182.104	454.464	256.949	155.696	388.174	246.536	156.47	386.558	227.907	143.17	369.97	189.911	148.047	380.503	169.488	128.879	413.646	162.439
6020	175.659	287.628	267.408	184.038	305.227	303.969	218.418	326.328	230.83	251.183	351.008	281.858	221.914	438.392	278.686	232.892	447.598	241.268	278.638	438.175	207.643	283.669	414.25	190.979	278.161	377.127	202.94	126.725	535.403	245.276	129.93	504.793	292.708	161.319	481.484	200.501	181.694	454.585	256.891	155.203	388.427	246.606	155.863	386.791	227.944	142.433	370.191	189.94	147.436	380.639	169.492	128.3	413.81	162.426
6021	175.584	287.963	267.408	184.376	305.674	304.327	218.298	326.685	230.753	251.122	351.391	281.774	221.71	438.768	278.547	232.81	447.906	241.203	278.477	438.542	207.48	283.665	414.502	190.858	278.109	377.408	202.773	126.438	535.624	245.264	129.614	505.031	292.679	160.847	481.654	200.406	181.261	454.677	256.856	154.583	388.625	246.54	155.198	386.932	227.948	141.722	370.345	189.956	146.806	380.765	169.47	127.701	413.967	162.426
6022	175.501	288.293	267.364	184.328	305.991	304.274	218.174	327.018	230.731	251.078	351.733	281.709	221.429	439.128	278.401	232.673	448.043	241.158	278.349	438.891	207.316	283.67	414.743	190.716	277.959	377.688	202.729	126.157	535.832	245.259	129.319	505.237	292.665	160.46	481.77	200.329	180.847	454.771	256.78	154.032	388.796	246.613	154.608	387.059	227.931	141.011	370.473	189.946	146.135	380.884	169.456	127.107	414.177	162.425
6023	175.456	288.644	267.342	184.301	306.322	304.258	218.052	327.371	230.668	250.997	352.099	281.612	221.177	439.497	278.228	232.585	448.382	241.046	278.166	439.266	207.068	283.659	414.994	190.523	277.861	377.938	202.6	125.892	536.032	245.229	129.021	505.44	292.607	160.05	481.882	200.252	180.529	454.736	256.912	153.389	388.9	246.569	153.927	387.223	227.971	140.292	370.689	190.004	145.447	380.999	169.459	126.506	414.315	162.411
6024	175.382	288.987	267.315	184.274	306.665	304.235	217.921	327.69	230.581	250.912	352.459	281.545	220.598	439.822	278.146	232.477	448.75	240.937	278.034	439.657	206.925	283.622	415.228	190.333	277.733	378.18	202.467	125.61	536.224	245.188	128.736	505.638	292.56	159.431	481.959	200.333	180.102	454.833	256.809	152.793	389.041	246.639	153.35	387.33	227.965	139.596	370.818	190.026	144.75	381.135	169.489	125.922	414.498	162.434
6025	175.301	289.286	267.267	184.23	306.969	304.198	217.778	327.988	230.508	250.834	352.819	281.445	220.201	440.18	277.862	232.292	449.167	240.883	277.74	440.173	206.606	283.675	415.536	190.187	277.598	378.466	202.349	125.29	536.421	245.131	128.414	505.825	292.548	159.032	482.038	200.328	179.602	455.078	256.535	152.175	389.105	246.576	152.57	386.978	227.877	138.937	370.943	190.049	144.087	381.226	169.509	125.319	414.622	162.412
6026	175.224	289.607	267.21	184.19	307.252	304.17	217.667	328.341	230.472	250.793	353.116	281.358	219.83	440.602	277.526	232.061	449.527	240.862	277.709	440.599	206.634	283.612	415.764	190.019	277.45	378.775	202.18	125.014	536.597	245.095	128.088	506.025	292.513	158.563	482.121	200.309	179.164	455.167	256.446	151.583	389.277	246.609	151.995	387.069	227.844	138.269	371.105	190.066	143.418	381.29	169.54	124.722	414.787	162.39
6027	175.147	289.929	267.171	184.171	307.553	304.148	217.563	328.699	230.347	250.712	353.452	281.294	219.37	440.966	277.141	231.738	449.872	240.875	277.529	440.966	206.552	283.542	416.077	189.836	277.288	379.099	202.067	124.723	536.794	245.043	127.756	506.22	292.484	158.114	482.202	200.268	178.753	455.264	256.368	151.106	389.504	246.65	151.317	387.231	227.858	137.645	371.202	190.071	142.788	381.389	169.573	124.185	414.891	162.39
6028	175.078	290.239	267.156	184.106	307.841	304.094	217.453	329.014	230.309	250.617	353.809	281.196	218.925	441.331	276.768	231.403	450.15	240.934	277.355	441.334	206.488	283.442	416.393	189.726	277.145	379.405	201.94	124.398	537.001	244.995	127.415	506.412	292.406	157.7	482.299	200.168	178.307	455.358	256.373	150.524	389.686	246.601	150.77	387.36	227.853	136.992	371.367	190.094	142.143	381.455	169.605	123.588	415.021	162.43
6029	174.972	290.538	267.111	183.656	308.016	303.657	217.314	329.321	230.251	250.524	354.126	281.12	218.445	441.674	276.329	231.005	450.47	241.075	277.157	441.73	206.462	283.354	416.726	189.627	276.993	379.747	201.861	124.071	537.181	244.923	127.084	506.6	292.35	157.24	482.412	200.024	177.881	455.457	256.275	149.867	389.728	246.587	150.121	387.526	227.877	136.353	371.484	190.098	141.526	381.572	169.636	123.015	415.146	162.398
6030	174.89	290.865	267.042	183.624	308.298	303.607	217.184	329.703	230.156	250.477	354.521	281.201	218.021	441.977	275.908	230.543	450.783	241.22	276.756	442.13	206.346	283.232	417.116	189.546	276.838	380.113	201.782	123.761	537.368	244.847	126.766	506.803	292.31	156.815	482.53	199.94	177.47	455.566	256.163	149.255	389.863	246.568	149.505	387.661	227.832	135.696	371.629	190.118	140.902	381.631	169.619	122.406	415.278	162.37
6031	174.79	291.169	267.008	183.548	308.576	303.588	217.055	330.026	230.119	250.394	354.841	281.153	217.648	442.27	275.476	230.095	451.022	241.347	276.532	442.53	206.382	283.117	417.442	189.494	276.678	380.487	201.686	123.473	537.536	244.797	126.47	506.976	292.243	156.362	482.639	199.847	177.052	455.681	256.066	148.581	389.931	246.505	148.852	387.828	227.807	135.07	371.727	190.112	140.277	381.752	169.612	121.811	415.456	162.357
6032	174.695	291.476	266.938	183.492	308.882	303.523	216.918	330.378	230.071	250.301	355.159	281.064	217.324	442.575	275.196	229.599	451.388	241.647	276.273	442.959	206.344	282.975	417.78	189.437	276.516	380.855	201.619	123.198	537.74	244.712	126.148	507.186	292.191	155.914	482.719	199.795	176.625	455.738	255.978	147.944	390.068	246.473	148.221	388.012	227.793	134.401	371.889	190.087	139.632	381.854	169.597	121.211	415.586	162.311
6033	174.602	291.821	266.887	183.422	309.171	303.482	216.758	330.689	229.987	250.221	355.442	280.981	217.059	442.848	274.835	229.273	451.606	241.805	276.055	443.355	206.328	282.821	418.171	189.398	276.342	381.24	201.559	122.873	537.936	244.589	125.822	507.401	292.106	155.47	482.833	199.772	176.18	455.821	255.883	147.359	390.28	246.414	147.545	388.211	227.707	133.733	372.079	189.993	138.965	381.988	169.54	120.601	415.792	162.273
6034	174.464	292.152	266.813	183.33	309.441	303.413	216.57	330.997	229.913	250.055	355.687	280.655	216.865	443.09	274.574	228.835	451.926	241.945	275.83	443.755	206.34	282.674	418.536	189.327	276.154	381.582	201.474	122.581	538.097	244.522	125.494	507.574	292.059	155.001	482.935	199.685	175.755	455.914	255.769	146.855	390.48	246.376	146.936	388.384	227.68	133.072	372.204	189.974	138.286	382.123	169.5	119.984	415.934	162.233
6035	174.329	292.429	266.771	183.253	309.73	303.38	216.395	331.327	229.866	249.94	355.978	280.551	216.697	443.329	274.332	228.383	452.21	242.113	275.597	444.126	206.341	282.522	418.889	189.261	275.972	381.92	201.391	122.25	538.304	244.463	125.202	507.856	291.936	154.553	483.068	199.544	175.406	455.859	255.833	146.295	390.639	246.274	146.351	388.487	227.587	132.392	372.407	189.911	137.636	382.285	169.414	119.37	416.121	162.176
6036	174.183	292.706	266.693	183.143	310.017	303.328	216.219	331.655	229.82	249.832	356.252	280.434	216.559	443.585	274.065	227.972	452.412	242.196	275.352	444.504	206.353	282.361	419.211	189.18	275.79	382.231	201.305	121.918	538.493	244.39	124.843	507.942	291.906	154.12	483.226	199.385	174.982	455.962	255.743	145.684	390.76	246.129	145.756	388.603	227.547	131.765	372.534	189.813	136.941	382.407	169.299	118.786	416.282	162.107
6037	174.036	293.03	266.641	183.058	310.297	303.297	216.028	331.976	229.71	249.733	356.512	280.33	216.463	443.811	273.852	227.074	453.541	241.757	275.072	444.852	206.328	282.206	419.55	189.084	275.582	382.563	201.197	121.595	538.675	244.283	124.525	508.12	291.793	153.656	483.347	199.266	174.539	456.089	255.593	145.16	390.874	246.091	145.179	388.856	227.49	131.08	372.391	189.91	136.31	382.575	169.182	118.206	416.468	162.01
6038	173.905	293.309	266.618	182.938	310.568	303.228	215.835	332.233	229.628	249.626	356.755	280.222	216.395	443.998	273.67	226.62	453.729	242.007	274.845	445.149	206.252	282.008	419.855	188.976	275.391	382.871	201.094	121.246	538.85	244.193	124.178	508.31	291.673	153.227	483.481	199.122	174.112	456.212	255.428	144.598	391.084	246.05	144.599	389.038	227.408	130.518	372.493	189.817	135.649	382.737	169.094	117.614	416.674	161.909
