Trajectories
100
	x_RWristOut			x_RWristIn			x_RHandOut			x_RHandIn			x_RThumbTip			x_RIndexTip			x_RMiddleTip			x_RRingTip			x_RPinkyTip			x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_LThumbTip			x_LIndexTip			x_LMiddleTip			x_LRingTip			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-787.582	-409.925	686.609	-744.64	-412.524	689.865	-794.483	-481.191	670.923	-734.317	-497.932	689.096	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
3727	129.054	210.585	201.177	137.306	241.016	229.861	173.99	224.121	160.594	202.707	259.064	209.979	195.728	344.759	157.808	293.475	282.902	155.293	295.227	254.93	129.318	278.53	248.907	116.612	249.401	235.319	135.415	168.67	441.124	222.73	151.177	390.217	239.907	222.694	429.494	201.738	221.821	373.191	235.947	246.407	336.32	165.96	263.104	349.002	159.623	295.052	367.984	141.996	279.841	380.835	135.013	254.759	395.484	134.409
3728	129.065	210.584	201.18	137.313	241.009	229.859	174.007	224.124	160.585	202.714	259.066	209.971	195.739	344.745	157.823	293.533	283.138	155.005	295.25	254.931	129.32	278.539	248.897	116.617	249.423	235.287	135.429	168.681	441.094	222.742	151.198	390.211	239.921	222.716	429.489	201.741	221.842	373.169	235.947	246.394	336.302	165.907	263.114	348.981	159.604	295.058	367.98	141.984	279.85	380.842	135.005	254.766	395.465	134.417
3729	129.066	210.58	201.186	137.318	241.004	229.879	174.01	224.113	160.587	202.716	259.06	209.985	195.766	344.75	157.874	293.48	282.862	155.292	295.244	254.925	129.307	278.552	248.89	116.611	249.44	235.296	135.409	168.699	441.097	222.749	151.209	390.191	239.936	222.745	429.482	201.774	221.865	373.163	235.966	246.413	336.292	165.896	263.112	349.002	159.566	295.068	367.99	141.976	279.853	380.834	135.01	254.844	395.487	134.479
3730	129.078	210.57	201.19	137.326	241.002	229.869	174.008	224.116	160.598	202.732	259.053	209.978	195.772	344.702	157.88	293.479	282.854	155.26	295.246	254.932	129.305	278.567	248.884	116.613	249.434	235.275	135.427	168.72	441.069	222.756	151.237	390.166	239.946	222.744	429.47	201.781	221.882	373.142	235.961	246.428	336.266	165.895	263.121	348.994	159.545	295.054	367.993	141.983	279.87	380.835	135.005	254.811	395.455	134.428
3731	129.087	210.566	201.192	137.336	240.993	229.876	174.029	224.109	160.587	202.733	259.046	209.976	195.751	344.748	157.818	293.472	282.881	155.285	295.258	254.926	129.309	278.565	248.89	116.609	249.423	235.309	135.395	168.729	441.05	222.793	151.243	390.136	239.96	222.782	429.464	201.792	221.901	373.129	235.966	246.434	336.246	165.876	263.123	348.965	159.534	295.07	367.978	141.974	279.869	380.83	134.999	254.921	395.48	134.514
3732	129.08	210.582	201.206	137.349	240.978	229.891	174.035	224.097	160.607	202.751	259.037	209.98	195.768	344.719	157.855	293.479	282.864	155.276	295.263	254.92	129.307	278.572	248.881	116.596	249.441	235.297	135.427	168.74	441.04	222.803	151.261	390.129	239.977	222.764	429.459	201.794	221.919	373.107	235.985	246.458	336.229	165.843	263.129	348.939	159.506	295.081	367.972	141.987	279.875	380.836	134.999	254.849	395.466	134.472
3733	129.099	210.568	201.209	137.342	240.992	229.891	174.029	224.106	160.601	202.757	259.044	209.986	195.783	344.697	157.862	293.492	282.856	155.276	295.257	254.93	129.298	278.572	248.881	116.608	249.456	235.284	135.429	168.772	441.019	222.791	151.281	390.1	239.994	222.799	429.427	201.795	221.932	373.097	235.987	246.44	336.188	165.874	263.165	348.919	159.506	295.071	367.96	141.973	279.88	380.813	135.008	254.851	395.471	134.455
3734	129.107	210.551	201.213	137.346	240.989	229.898	174.039	224.091	160.61	202.765	259.028	209.98	195.777	344.702	157.864	293.493	282.838	155.293	295.257	254.921	129.319	278.58	248.883	116.608	249.456	235.288	135.434	168.785	440.99	222.827	151.301	390.082	239.987	222.805	429.422	201.841	221.951	373.076	236.011	246.457	336.185	165.837	263.16	348.912	159.483	295.085	367.957	142	279.882	380.818	134.998	254.87	395.44	134.426
3735	129.105	210.563	201.223	137.351	240.972	229.914	174.042	224.101	160.612	202.75	259.04	209.993	195.78	344.758	157.886	293.493	282.837	155.296	295.267	254.907	129.309	278.572	248.884	116.614	249.453	235.289	135.42	168.79	440.986	222.83	151.312	390.058	240.005	222.822	429.403	201.842	221.974	373.067	236.023	246.451	336.174	165.808	263.178	348.892	159.463	295.074	367.954	141.981	279.887	380.806	135.006	254.863	395.428	134.44
3736	129.106	210.565	201.22	137.347	240.981	229.908	174.04	224.108	160.606	202.759	259.042	209.987	195.799	344.732	157.935	293.494	282.847	155.284	295.276	254.918	129.299	278.582	248.869	116.601	249.437	235.263	135.452	168.812	440.954	222.871	151.338	390.04	240.027	222.822	429.379	201.822	222.006	373.044	236.055	246.482	336.155	165.783	263.195	348.869	159.433	295.086	367.94	141.982	279.891	380.819	134.989	254.944	395.426	134.505
3737	129.111	210.565	201.221	137.363	240.973	229.915	174.043	224.11	160.615	202.757	259.055	209.981	195.792	344.721	157.876	293.565	283.093	155.01	295.266	254.912	129.297	278.583	248.858	116.62	249.453	235.264	135.427	168.828	440.949	222.868	151.338	390.023	240.021	222.841	429.385	201.844	222.022	372.993	236.042	246.471	336.143	165.768	263.193	348.843	159.386	295.095	367.939	142.01	279.898	380.812	135.001	254.919	395.406	134.483
3738	129.117	210.549	201.227	137.35	240.989	229.905	174.045	224.093	160.625	202.766	259.041	209.991	195.769	344.768	157.909	293.504	282.833	155.272	295.268	254.908	129.312	278.579	248.875	116.612	249.461	235.274	135.441	168.828	440.937	222.841	151.363	390	240.036	222.855	429.356	201.867	222.044	372.973	236.051	246.48	336.146	165.693	263.21	348.823	159.324	295.083	367.938	141.995	279.897	380.802	135.003	255.002	395.406	134.538
3739	129.114	210.568	201.227	137.364	240.966	229.924	174.054	224.099	160.612	202.769	259.056	209.991	195.797	344.748	157.947	293.5	282.845	155.256	295.263	254.928	129.316	278.576	248.872	116.608	249.443	235.26	135.444	168.834	440.901	222.867	151.378	389.992	240.038	222.849	429.375	201.868	222.055	372.984	236.049	246.477	336.127	165.677	263.233	348.834	159.266	295.081	367.943	142.006	279.906	380.808	134.995	255.001	395.406	134.539
3740	129.11	210.547	201.226	137.365	240.975	229.927	174.045	224.097	160.626	202.768	259.05	210.008	195.799	344.726	157.953	293.507	282.856	155.281	295.262	254.912	129.309	278.582	248.875	116.614	249.442	235.273	135.428	168.864	440.885	222.885	151.391	389.987	240.022	222.883	429.353	201.872	222.072	372.963	236.042	246.476	336.111	165.647	263.244	348.815	159.201	295.09	367.933	141.988	279.897	380.802	134.986	255.08	395.427	134.625
3741	129.123	210.533	201.242	137.358	240.985	229.914	174.042	224.091	160.626	202.758	259.049	209.997	195.753	344.771	157.93	293.579	283.112	155.011	295.268	254.918	129.315	278.592	248.865	116.616	249.467	235.253	135.472	168.864	440.888	222.866	151.396	389.974	240.002	222.882	429.371	201.862	222.101	372.95	236.042	246.477	336.113	165.594	263.249	348.813	159.132	295.077	367.933	142.007	279.904	380.804	134.988	255.03	395.431	134.567
3742	129.119	210.547	201.225	137.362	240.965	229.922	174.047	224.096	160.631	202.77	259.042	210.004	195.762	344.771	157.928	293.492	282.857	155.269	295.279	254.92	129.317	278.575	248.88	116.61	249.455	235.272	135.447	168.868	440.868	222.842	151.412	389.954	239.988	222.905	429.333	201.88	222.114	372.924	236.033	246.487	336.115	165.547	263.257	348.823	159.048	295.083	367.925	141.993	279.916	380.819	134.958	255.104	395.451	134.592
3743	129.114	210.542	201.24	137.352	240.969	229.905	174.046	224.081	160.629	202.766	259.034	210	195.778	344.741	157.934	293.563	283.116	155.005	295.271	254.911	129.317	278.564	248.888	116.605	249.457	235.259	135.46	168.874	440.868	222.827	151.424	389.946	240.002	222.904	429.359	201.853	222.124	372.944	236.035	246.488	336.096	165.511	263.27	348.832	158.97	295.087	367.933	141.991	279.925	380.823	134.973	255.065	395.442	134.523
3744	129.113	210.541	201.241	137.362	240.977	229.921	174.055	224.067	160.624	202.765	259.025	209.998	195.737	344.788	157.886	293.569	283.107	154.992	295.271	254.923	129.306	278.584	248.885	116.604	249.452	235.285	135.453	168.899	440.85	222.824	151.44	389.96	239.985	222.916	429.371	201.863	222.114	372.977	236.028	246.478	336.108	165.461	263.256	348.82	158.904	295.086	367.935	142.001	279.921	380.821	134.962	255.102	395.453	134.542
3745	129.12	210.534	201.235	137.36	240.96	229.905	174.049	224.094	160.615	202.769	259.038	209.994	195.761	344.737	157.952	293.495	282.865	155.269	295.276	254.918	129.309	278.577	248.892	116.61	249.453	235.265	135.428	168.904	440.845	222.814	151.451	389.93	239.959	222.9	429.37	201.861	222.14	372.946	236.015	246.483	336.094	165.409	263.252	348.812	158.836	295.085	367.926	141.991	279.914	380.827	134.931	255.133	395.483	134.578
3746	129.108	210.534	201.228	137.343	240.959	229.926	174.044	224.08	160.614	202.758	259.044	210.002	195.748	344.748	157.96	293.483	282.882	155.269	295.263	254.93	129.308	278.577	248.889	116.61	249.444	235.244	135.463	168.903	440.852	222.801	151.452	389.925	239.954	222.904	429.367	201.845	222.16	372.964	235.997	246.484	336.097	165.347	263.249	348.816	158.787	295.081	367.93	142.009	279.93	380.844	134.929	255.166	395.491	134.519
3747	129.099	210.53	201.227	137.34	240.963	229.901	174.042	224.074	160.63	202.746	259.034	209.989	195.735	344.698	157.885	293.483	282.849	155.297	295.264	254.936	129.31	278.572	248.887	116.606	249.451	235.27	135.459	168.93	440.829	222.805	151.458	389.916	239.919	222.914	429.38	201.839	222.157	372.931	235.982	246.466	336.115	165.31	263.255	348.813	158.719	295.077	367.919	141.988	279.926	380.843	134.944	255.126	395.471	134.549
3748	129.096	210.536	201.234	137.339	240.96	229.907	174.031	224.082	160.609	202.745	259.036	209.983	195.743	344.76	157.897	293.486	282.868	155.27	295.271	254.925	129.308	278.566	248.887	116.61	249.453	235.274	135.438	168.93	440.824	222.799	151.472	389.912	239.914	222.94	429.381	201.854	222.175	372.929	235.974	246.469	336.116	165.173	263.254	348.814	158.68	295.08	367.934	141.99	279.942	380.859	134.902	255.169	395.494	134.533
3749	129.1	210.524	201.225	137.333	240.959	229.899	174.025	224.074	160.61	202.744	259.048	209.992	195.735	344.73	157.862	293.473	282.884	155.267	295.254	254.934	129.313	278.572	248.904	116.609	249.444	235.263	135.448	168.935	440.825	222.749	151.48	389.897	239.885	222.958	429.368	201.834	222.161	372.927	235.966	246.468	336.12	165.119	263.273	348.819	158.631	295.079	367.925	141.991	279.954	380.841	134.881	255.266	395.531	134.589
3750	129.089	210.542	201.218	137.542	241.033	230.105	174.023	224.079	160.62	202.732	259.048	209.978	195.716	344.74	157.9	293.554	283.136	155.014	295.257	254.942	129.317	278.565	248.899	116.624	249.451	235.258	135.435	168.934	440.806	222.728	151.48	389.882	239.858	222.959	429.383	201.81	222.165	372.936	235.954	246.448	336.107	165.04	263.275	348.811	158.566	295.085	367.926	141.991	279.963	380.852	134.89	255.241	395.516	134.508
3751	129.084	210.533	201.224	137.541	241.03	230.084	174.01	224.085	160.608	202.729	259.061	209.987	195.723	344.703	157.85	293.482	282.849	155.284	295.253	254.933	129.315	278.552	248.879	116.599	249.44	235.285	135.434	168.941	440.799	222.72	151.469	389.889	239.832	222.974	429.369	201.853	222.162	372.912	235.955	246.443	336.107	164.977	263.286	348.799	158.525	295.077	367.91	141.99	279.955	380.85	134.899	255.246	395.491	134.534
3752	129.072	210.537	201.215	137.53	241.044	230.093	174.001	224.094	160.61	202.73	259.054	209.989	195.721	344.724	157.846	293.468	282.873	155.246	295.247	254.929	129.308	278.558	248.891	116.595	249.431	235.279	135.453	168.944	440.797	222.691	151.483	389.873	239.814	222.989	429.395	201.796	222.172	372.93	235.939	246.431	336.084	164.926	263.294	348.79	158.475	295.091	367.916	142.001	279.979	380.829	134.867	255.321	395.513	134.55
3753	129.061	210.548	201.216	137.504	241.04	230.084	174.007	224.081	160.602	202.715	259.064	209.968	195.712	344.744	157.909	293.479	282.857	155.282	295.245	254.91	129.314	278.542	248.885	116.598	249.407	235.25	135.45	168.944	440.776	222.672	151.483	389.857	239.777	222.992	429.393	201.786	222.179	372.917	235.921	246.428	336.087	164.861	263.285	348.785	158.442	295.089	367.9	141.999	279.979	380.845	134.858	255.432	395.54	134.609
3754	129.066	210.541	201.21	137.511	241.044	230.068	173.989	224.086	160.601	202.716	259.055	209.974	195.696	344.765	157.863	293.45	282.867	155.285	295.234	254.919	129.302	278.541	248.868	116.612	249.404	235.279	135.414	168.947	440.781	222.66	151.492	389.853	239.739	222.982	429.385	201.784	222.174	372.92	235.918	246.417	336.095	164.792	263.299	348.785	158.412	295.088	367.905	141.999	279.981	380.852	134.875	255.354	395.443	134.539
3755	129.053	210.548	201.216	137.5	241.044	230.064	173.975	224.095	160.601	202.705	259.054	209.973	195.714	344.704	157.868	293.455	282.861	155.264	295.223	254.91	129.316	278.532	248.875	116.6	249.415	235.263	135.438	168.945	440.768	222.617	151.483	389.849	239.71	222.998	429.407	201.728	222.158	372.924	235.894	246.437	336.084	164.722	263.303	348.784	158.365	295.075	367.901	142	279.996	380.84	134.836	255.399	395.402	134.572
3756	129.049	210.556	201.218	137.498	241.038	230.068	173.983	224.092	160.603	202.681	259.054	209.979	195.687	344.78	157.862	293.456	282.861	155.274	295.224	254.91	129.312	278.524	248.883	116.597	249.39	235.26	135.426	168.942	440.763	222.616	151.487	389.835	239.681	222.992	429.387	201.735	222.15	372.911	235.879	246.424	336.107	164.661	263.299	348.785	158.334	295.08	367.891	142.003	279.998	380.847	134.85	255.446	395.429	134.586
3757	129.036	210.557	201.213	137.504	241.058	230.062	173.971	224.093	160.606	202.685	259.056	209.967	195.684	344.774	157.889	293.458	282.865	155.268	295.222	254.915	129.312	278.515	248.875	116.613	249.399	235.275	135.417	168.942	440.739	222.574	151.474	389.835	239.637	222.974	429.408	201.736	222.135	372.922	235.873	246.432	336.084	164.629	263.3	348.781	158.294	295.084	367.901	141.983	280.026	380.854	134.837	255.472	395.458	134.559
3758	129.036	210.562	201.217	137.484	241.048	230.081	173.985	224.099	160.605	202.685	259.046	209.983	195.694	344.794	157.861	293.435	282.839	155.283	295.215	254.906	129.308	278.524	248.87	116.61	249.398	235.288	135.426	168.924	440.743	222.552	151.475	389.826	239.632	222.987	429.405	201.711	222.129	372.947	235.829	246.423	336.088	164.606	263.297	348.786	158.279	295.092	367.904	141.991	280.022	380.864	134.821	255.575	395.5	134.645
3759	129.034	210.563	201.203	137.483	241.061	230.065	173.97	224.108	160.601	202.683	259.051	209.98	195.687	344.782	157.922	293.442	282.863	155.272	295.213	254.914	129.309	278.516	248.877	116.598	249.393	235.268	135.42	168.947	440.729	222.527	151.471	389.812	239.586	222.965	429.413	201.67	222.116	372.923	235.824	246.415	336.076	164.555	263.295	348.775	158.24	295.103	367.909	141.992	280.023	380.88	134.811	255.583	395.485	134.595
3760	129.026	210.574	201.211	137.479	241.063	230.071	173.957	224.111	160.609	202.67	259.063	209.979	195.677	344.782	157.912	293.452	282.868	155.265	295.215	254.908	129.313	278.507	248.89	116.601	249.395	235.286	135.418	168.922	440.713	222.508	151.465	389.802	239.576	222.988	429.398	201.7	222.11	372.92	235.838	246.433	336.074	164.502	263.318	348.782	158.229	295.103	367.901	141.982	280.03	380.89	134.767	255.662	395.481	134.643
3761	129.025	210.575	201.214	137.484	241.078	230.063	173.964	224.124	160.608	202.662	259.069	209.988	195.688	344.764	157.953	293.504	283.125	155.015	295.21	254.919	129.313	278.512	248.879	116.615	249.385	235.305	135.422	168.942	440.704	222.489	151.454	389.789	239.538	222.97	429.392	201.683	222.11	372.89	235.804	246.42	336.086	164.494	263.288	348.786	158.191	295.099	367.914	141.975	280.026	380.909	134.773	255.635	395.456	134.614
3762	129.02	210.579	201.212	137.473	241.072	230.076	173.951	224.137	160.609	202.67	259.077	209.97	195.695	344.773	157.961	293.451	282.854	155.284	295.21	254.939	129.314	278.52	248.885	116.629	249.379	235.29	135.428	168.932	440.719	222.475	151.454	389.772	239.517	222.976	429.378	201.663	222.151	372.792	235.755	246.431	336.058	164.471	263.294	348.79	158.167	295.099	367.918	141.969	280.026	380.911	134.74	255.636	395.459	134.605
3763	129.015	210.596	201.207	137.472	241.081	230.087	173.957	224.147	160.604	202.661	259.076	209.972	195.687	344.806	157.923	293.44	282.879	155.292	295.202	254.932	129.331	278.515	248.903	116.614	249.376	235.3	135.444	168.93	440.679	222.498	151.449	389.751	239.519	222.958	429.362	201.641	222.108	372.863	235.781	246.443	336.058	164.469	263.281	348.794	158.138	295.105	367.922	141.96	280.021	380.96	134.708	255.816	395.527	134.738
3764	129.021	210.598	201.211	137.478	241.087	230.083	173.963	224.144	160.617	202.665	259.092	209.992	195.67	344.83	157.937	293.434	282.879	155.264	295.209	254.943	129.324	278.504	248.9	116.619	249.381	235.302	135.418	168.927	440.663	222.471	151.455	389.737	239.484	222.961	429.363	201.658	222.102	372.857	235.787	246.432	336.034	164.451	263.295	348.784	158.132	295.117	367.918	141.958	280.026	380.972	134.709	255.726	395.447	134.603
3765	129.007	210.614	201.209	137.472	241.099	230.083	173.949	224.158	160.6	202.67	259.088	209.969	195.691	344.816	157.981	293.45	282.905	155.279	295.204	254.941	129.324	278.506	248.902	116.622	249.369	235.306	135.434	168.946	440.649	222.477	151.458	389.75	239.466	222.962	429.359	201.652	222.144	372.749	235.731	246.437	336.026	164.425	263.306	348.769	158.089	295.121	367.925	141.98	280.012	380.98	134.652	255.826	395.483	134.706
3766	129.013	210.621	201.206	137.472	241.092	230.08	173.941	224.163	160.606	202.671	259.104	209.982	195.686	344.797	157.997	293.442	282.871	155.297	295.199	254.924	129.329	278.506	248.903	116.608	249.367	235.325	135.418	168.937	440.648	222.458	151.446	389.726	239.456	222.969	429.355	201.648	222.112	372.801	235.756	246.436	336.027	164.373	263.293	348.755	158.052	295.121	367.92	141.966	279.993	381.008	134.618	255.77	395.434	134.647
3767	129.013	210.632	201.205	137.257	241.039	229.902	173.939	224.169	160.598	202.672	259.093	210.005	195.705	344.838	157.984	293.431	282.896	155.268	295.204	254.925	129.326	278.5	248.897	116.61	249.37	235.319	135.449	168.937	440.63	222.462	151.456	389.721	239.457	222.973	429.337	201.642	222.093	372.833	235.765	246.43	336.003	164.358	263.278	348.767	157.971	295.129	367.903	141.957	279.885	381.127	134.444	255.817	395.43	134.659
3768	128.995	210.632	201.2	137.246	241.036	229.896	173.933	224.165	160.606	202.667	259.094	209.991	195.698	344.806	158.01	293.469	282.876	155.291	295.21	254.932	129.339	278.514	248.883	116.627	249.351	235.325	135.443	168.951	440.622	222.439	151.45	389.701	239.449	222.967	429.315	201.587	222.115	372.757	235.722	246.408	335.963	164.316	263.267	348.68	157.927	295.154	367.893	141.953	279.642	381.376	134.068	255.783	395.4	134.558
3769	128.998	210.629	201.202	137.246	241.041	229.896	173.933	224.157	160.602	202.662	259.097	209.996	195.709	344.823	158.003	293.451	282.866	155.278	295.189	254.923	129.333	278.507	248.869	116.634	249.357	235.294	135.439	168.957	440.606	222.446	151.473	389.709	239.419	222.944	429.309	201.46	222.159	372.736	235.659	246.388	335.922	164.245	263.249	348.644	157.828	295.206	367.839	141.934	279.454	381.623	133.769	255.747	395.475	134.447
3770	128.989	210.633	201.2	137.241	241.035	229.888	173.917	224.17	160.589	202.672	259.096	209.988	195.708	344.823	158.002	293.504	283.066	155.004	295.19	254.89	129.325	278.494	248.849	116.613	249.372	235.293	135.43	168.953	440.615	222.398	151.493	389.709	239.405	222.931	429.316	201.366	222.184	372.748	235.592	246.353	335.908	164.185	263.305	348.823	157.94	295.094	367.759	141.796	279.364	381.685	133.593	255.595	395.543	134.265
3771	128.984	210.635	201.181	137.451	241.091	230.069	173.908	224.156	160.579	202.653	259.057	209.963	195.715	344.816	158.002	293.513	283.071	154.991	295.181	254.864	129.303	278.485	248.818	116.6	249.352	235.254	135.43	168.938	440.627	222.308	151.505	389.718	239.332	222.914	429.322	201.281	222.195	372.853	235.47	246.327	335.928	164.051	263.307	348.836	157.788	295.104	367.739	141.771	279.368	381.667	133.536	255.507	395.539	134.155
3772	128.979	210.622	201.167	137.455	241.081	230.064	173.905	224.136	160.564	202.657	259.033	209.941	195.736	344.816	157.981	293.503	282.979	154.994	295.182	254.819	129.289	278.478	248.777	116.568	249.325	235.222	135.418	168.894	440.657	222.179	151.503	389.739	239.249	222.871	429.326	201.214	222.207	372.841	235.402	246.307	335.967	163.948	263.339	348.881	157.657	295.116	367.741	141.721	279.386	381.675	133.515	255.641	395.513	134.199
3773	128.955	210.608	201.134	137.453	241.07	230.03	173.895	224.122	160.55	202.657	259.04	209.913	195.748	344.798	157.982	293.514	282.988	154.961	295.177	254.81	129.263	278.466	248.77	116.557	249.334	235.228	135.389	168.877	440.676	222.133	151.5	389.728	239.179	222.865	429.363	201.166	222.165	372.834	235.354	246.286	335.99	163.864	263.339	348.912	157.584	295.126	367.738	141.718	279.398	381.686	133.498	255.658	395.481	134.173
3774	128.958	210.587	201.114	137.455	241.055	230.002	173.907	224.108	160.538	202.659	258.997	209.914	195.764	344.77	157.98	293.504	283.011	154.968	295.188	254.787	129.261	278.471	248.766	116.546	249.324	235.205	135.39	168.882	440.655	222.068	151.473	389.726	239.106	222.86	429.381	201.125	222.133	372.846	235.32	246.275	335.996	163.768	263.345	348.909	157.543	295.126	367.738	141.68	279.403	381.678	133.479	255.68	395.529	134.184
3775	128.958	210.571	201.113	137.467	241.046	229.992	173.914	224.082	160.532	202.651	258.991	209.916	195.772	344.755	157.962	293.511	283.023	154.977	295.175	254.804	129.26	278.485	248.771	116.533	249.36	235.208	135.389	168.856	440.681	222.008	151.441	389.737	239.027	222.851	429.35	201.124	222.083	372.854	235.29	246.264	336.001	163.728	263.338	348.913	157.511	295.142	367.742	141.678	279.412	381.686	133.47	255.685	395.585	134.11
3776	128.956	210.563	201.097	137.292	241.044	229.876	173.926	224.098	160.532	202.65	258.995	209.909	195.743	344.752	157.902	293.448	282.802	155.242	295.186	254.812	129.267	278.489	248.776	116.551	249.336	235.204	135.385	168.857	440.688	221.976	151.416	389.726	238.981	222.836	429.368	201.107	222.053	372.843	235.244	246.262	335.996	163.7	263.227	348.707	157.23	295.269	367.815	141.779	279.409	381.708	133.443	255.721	395.593	134.14
3777	128.97	210.548	201.111	137.3	241.053	229.865	173.925	224.078	160.528	202.645	259.004	209.911	195.735	344.726	157.855	293.427	282.81	155.24	295.198	254.822	129.265	278.513	248.787	116.558	249.369	235.205	135.381	168.845	440.667	221.952	151.404	389.729	238.946	222.819	429.355	201.065	222.039	372.836	235.224	246.24	336.032	163.618	263.236	348.714	157.19	295.271	367.824	141.776	279.408	381.728	133.458	255.641	395.526	134.05
3778	128.969	210.553	201.096	137.289	241.045	229.858	173.936	224.076	160.517	202.647	259.011	209.914	195.724	344.735	157.803	293.504	283.076	154.993	295.194	254.849	129.277	278.508	248.826	116.573	249.364	235.223	135.38	168.838	440.665	221.892	151.383	389.725	238.91	222.804	429.361	201.035	222.055	372.838	235.22	246.223	336.032	163.555	263.204	348.719	157.093	295.256	367.846	141.784	279.408	381.741	133.426	255.715	395.544	134.082
3779	128.97	210.56	201.093	137.288	241.051	229.853	173.918	224.094	160.52	202.639	259.021	209.911	195.706	344.733	157.803	293.418	282.837	155.231	295.2	254.863	129.279	278.504	248.841	116.581	249.349	235.236	135.404	168.822	440.674	221.889	151.389	389.712	238.906	222.805	429.356	201.053	222.04	372.854	235.214	246.19	336.038	163.488	263.206	348.722	157.012	295.259	367.86	141.771	279.405	381.746	133.415	255.712	395.538	134.1
3780	128.965	210.562	201.092	137.276	241.064	229.855	173.912	224.096	160.513	202.622	259.021	209.904	195.681	344.777	157.81	293.428	282.817	155.246	295.199	254.856	129.284	278.504	248.832	116.576	249.361	235.246	135.401	168.816	440.676	221.843	151.39	389.727	238.876	222.792	429.366	201.027	222.047	372.876	235.208	246.191	336.01	163.447	263.187	348.729	156.975	295.275	367.856	141.779	279.413	381.738	133.42	255.741	395.567	134.095
3781	128.951	210.559	201.083	137.275	241.062	229.875	173.902	224.104	160.511	202.617	259.024	209.895	195.694	344.771	157.83	293.436	282.823	155.258	295.186	254.869	129.265	278.491	248.826	116.572	249.343	235.239	135.381	168.81	440.661	221.84	151.386	389.721	238.863	222.767	429.365	200.972	222.034	372.877	235.2	246.18	336.049	163.358	263.213	348.73	156.948	295.26	367.854	141.771	279.411	381.74	133.412	255.673	395.527	134.057
3782	128.95	210.566	201.078	137.259	241.061	229.849	173.89	224.1	160.515	202.594	259.028	209.892	195.699	344.801	157.818	293.42	282.808	155.265	295.177	254.859	129.276	278.495	248.812	116.567	249.354	235.237	135.361	168.801	440.673	221.825	151.379	389.719	238.861	222.73	429.359	200.955	222.049	372.886	235.213	246.199	336.069	163.323	263.219	348.725	156.95	295.256	367.841	141.778	279.397	381.741	133.416	255.626	395.46	134.022
3783	128.94	210.585	201.073	137.252	241.075	229.842	173.882	224.116	160.508	202.604	259.023	209.92	195.674	344.815	157.856	293.43	282.802	155.251	295.182	254.836	129.258	278.475	248.816	116.561	249.349	235.228	135.358	168.795	440.688	221.798	151.387	389.725	238.847	222.759	429.321	200.941	222.026	372.874	235.224	246.187	336.037	163.384	263.239	348.726	156.953	295.253	367.841	141.783	279.424	381.727	133.428	255.672	395.449	134.081
3784	128.938	210.58	201.078	137.244	241.082	229.856	173.869	224.117	160.516	202.599	259.044	209.9	195.673	344.799	157.826	293.426	282.786	155.25	295.166	254.841	129.272	278.473	248.804	116.563	249.32	235.223	135.4	168.802	440.698	221.775	151.366	389.742	238.839	222.737	429.333	200.913	222.014	372.906	235.236	246.173	336.062	163.287	263.231	348.711	156.957	295.232	367.825	141.803	279.423	381.71	133.424	255.515	395.359	133.954
3785	128.93	210.59	201.071	137.253	241.086	229.857	173.875	224.12	160.495	202.605	259.034	209.898	195.662	344.795	157.871	293.497	283.04	154.982	295.166	254.827	129.266	278.47	248.781	116.56	249.313	235.231	135.385	168.761	440.684	221.761	151.373	389.734	238.821	222.729	429.313	200.879	222.007	372.911	235.241	246.181	336.038	163.365	263.224	348.706	156.956	295.234	367.801	141.814	279.425	381.689	133.435	255.576	395.384	134.014
3786	128.936	210.575	201.076	137.255	241.077	229.854	173.88	224.109	160.503	202.596	259.045	209.904	195.657	344.784	157.859	293.419	282.794	155.26	295.166	254.816	129.269	278.471	248.784	116.546	249.321	235.218	135.395	168.764	440.704	221.745	151.359	389.744	238.82	222.712	429.288	200.887	222.015	372.916	235.24	246.178	336.082	163.253	263.223	348.714	156.959	295.23	367.808	141.835	279.411	381.679	133.439	255.549	395.362	133.976
3787	128.945	210.563	201.072	137.254	241.08	229.854	173.867	224.116	160.503	202.598	259.039	209.903	195.64	344.766	157.836	293.488	283.014	155.001	295.16	254.826	129.272	278.457	248.793	116.564	249.309	235.232	135.371	168.754	440.702	221.732	151.361	389.743	238.811	222.708	429.258	200.864	221.989	372.923	235.248	246.18	336.087	163.26	263.235	348.723	156.966	295.21	367.781	141.865	279.429	381.671	133.459	255.456	395.302	133.939
